y_true,y_pred_baseline,y_pred_credits,base_p_average,base_p_flop,base_p_hit,p_average,p_flop,p_hit,base_confidence,confidence,p_true_baseline,p_true_credits,delta_p_true,baseline_correct,credits_correct,transition,id,title,original_title,main_genre,budget,runtime,production_scale,talent_score,cast_size,crew_size,known_actor_count,possible_franchise_flag,director_name,runtime_bucket,budget_bucket
hit,flop,hit,0.21806738714266824,0.4694908951078606,0.31244171774947116,0.1083582774325949,0.3952663613346388,0.49637536123276627,0.4694908951078606,0.49637536123276627,0.31244171774947116,0.49637536123276627,0.1839336434832951,0,1,wrong_to_correct,241251,The Boy Next Door,The Boy Next Door,Thriller,4000000,91.0,mid_scale,0.32173913043478264,19,37,0,0,Rob Cohen,medium,budget_low
flop,average,average,0.3420871583805446,0.3227415020865284,0.33517133953292705,0.4151656524054533,0.19555266826372958,0.3892816793308172,0.3420871583805446,0.4151656524054533,0.3227415020865284,0.19555266826372958,-0.12718883382279883,0,0,stable_wrong,10592,Hart's War,Hart's War,Drama,70000000,125.0,mid_scale,0.0795031055900621,20,20,1,1,Gregory Hoblit,long,budget_high
hit,hit,hit,0.21944734085534764,0.11465513913342876,0.6658975200112236,0.09635328620401566,0.025567030002300973,0.8780796837936833,0.6658975200112236,0.8780796837936833,0.6658975200112236,0.8780796837936833,0.2121821637824597,1,1,stable_correct,4233,Scream 2,Scream 2,Horror,24000000,120.0,mid_scale,0.3065217391304348,75,26,0,1,Wes Craven,medium,budget_mid
hit,average,average,0.3671957388038973,0.36040412064485455,0.2724001405512482,0.4874069303131488,0.28079891394148493,0.23179415574536635,0.3671957388038973,0.4874069303131488,0.2724001405512482,0.23179415574536635,-0.04060598480588187,0,0,stable_wrong,64688,21 Jump Street,21 Jump Street,Action,42000000,109.0,large_scale,0.03043478260869565,19,49,0,0,Phil Lord,medium,budget_high
hit,average,average,0.48177975851719834,0.2721364189560735,0.24608382252672817,0.45351100653447773,0.13476588120700145,0.41172311225852076,0.48177975851719834,0.45351100653447773,0.24608382252672817,0.41172311225852076,0.1656392897317926,0,0,stable_wrong,140300,Kung Fu Panda 3,Kung Fu Panda 3,Action,145000000,95.0,mid_scale,0.33664596273291925,34,34,5,1,Jennifer Yuh Nelson,medium,budget_high
hit,hit,average,0.404603848242298,0.18191870531365945,0.4134774464440426,0.49707258194463233,0.25466513717867295,0.24826228087669464,0.4134774464440426,0.49707258194463233,0.4134774464440426,0.24826228087669464,-0.16521516556734797,1,0,correct_to_wrong,9489,You've Got Mail,You've Got Mail,Comedy,65000000,119.0,indie,0.14378881987577638,16,32,2,0,Nora Ephron,medium,budget_high
hit,hit,average,0.3989089592920037,0.1975416017331381,0.40354943897485823,0.48451265821893913,0.13444375628222902,0.3810435854988317,0.40354943897485823,0.48451265821893913,0.40354943897485823,0.3810435854988317,-0.022505853476026516,1,0,correct_to_wrong,1934,Shakespeare in Love,Shakespeare in Love,Romance,25000000,122.0,mid_scale,0.2385093167701863,15,17,3,0,John Madden,long,budget_mid
hit,average,flop,0.34842924843126466,0.3304333628158171,0.3211373887529182,0.3499970147993041,0.4782195346551978,0.1717834505454981,0.34842924843126466,0.4782195346551978,0.3211373887529182,0.1717834505454981,-0.1493539382074201,0,0,stable_wrong,13335,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,Comedy,12000000,107.0,indie,0.0,19,7,0,0,Jon Hurwitz,medium,budget_low
average,average,average,0.4081137302104491,0.29089315959670664,0.3009931101928442,0.4565279230794913,0.35772102424793945,0.18575105267256925,0.4081137302104491,0.4565279230794913,0.4081137302104491,0.4565279230794913,0.048414192869042194,1,1,stable_correct,1636,Bedazzled,Bedazzled,Fantasy,48000000,93.0,mid_scale,0.0608695652173913,11,19,0,0,Harold Ramis,medium,budget_high
flop,average,average,0.45373398392771985,0.4178845896908328,0.12838142638144745,0.48489902154805214,0.4583057237958729,0.056795254656074816,0.45373398392771985,0.48489902154805214,0.4178845896908328,0.4583057237958729,0.04042113410504011,0,0,stable_wrong,109417,Battle of the Year,Battle of the Year,Music,20000000,110.0,indie,0.0,13,16,0,0,Benson Lee,medium,budget_mid
flop,hit,average,0.2871588975638855,0.34902742638903395,0.36381367604708054,0.561802695501397,0.25399639904872107,0.18420090544988188,0.36381367604708054,0.561802695501397,0.34902742638903395,0.25399639904872107,-0.09503102734031288,0,0,stable_wrong,10537,The Doors,The Doors,Drama,38000000,140.0,mid_scale,0.33695652173913043,29,51,0,0,Oliver Stone,long,budget_mid
hit,flop,flop,0.2765218554460484,0.41808964473303944,0.30538849982091215,0.17964911553840363,0.6988792964425581,0.12147158801903815,0.41808964473303944,0.6988792964425581,0.30538849982091215,0.12147158801903815,-0.183916911801874,0,0,stable_wrong,81390,A Lonely Place to Die,A Lonely Place to Die,Adventure,4000000,99.0,mid_scale,0.0,11,8,0,0,Julian Gilbey,medium,budget_low
average,hit,average,0.2961496639153661,0.26799366454880663,0.43585667153582713,0.3740188598569993,0.3279148647001844,0.29806627544281644,0.43585667153582713,0.3740188598569993,0.2961496639153661,0.3740188598569993,0.07786919594163316,0,1,wrong_to_correct,711,Finding Forrester,Finding Forrester,Drama,43000000,136.0,mid_scale,0.18944099378881984,13,10,2,0,Gus Van Sant,long,budget_high
average,hit,average,0.33207235737558743,0.19358147504345524,0.47434616758095743,0.39115203013472,0.2971192061877357,0.3117287636775444,0.47434616758095743,0.39115203013472,0.33207235737558743,0.39115203013472,0.05907967275913256,0,1,wrong_to_correct,563,Starship Troopers,Starship Troopers,Adventure,105000000,129.0,mid_scale,0.04565217391304347,20,46,0,0,Paul Verhoeven,long,budget_high
flop,flop,flop,0.25527366229445103,0.47754668930856975,0.26717964839697916,0.18544336638839892,0.7216149340287763,0.0929416995828249,0.47754668930856975,0.7216149340287763,0.47754668930856975,0.7216149340287763,0.24406824472020655,1,1,stable_correct,255343,Escobar: Paradise Lost,Escobar: Paradise Lost,Thriller,17000000,120.0,large_scale,0.0,9,33,0,0,Andrea Di Stefano,medium,budget_mid
average,average,flop,0.3443728398754494,0.3317829955796211,0.32384416454492954,0.3008578402194637,0.3686020902542686,0.3305400695262677,0.3443728398754494,0.3686020902542686,0.3443728398754494,0.3008578402194637,-0.04351499965598571,1,0,correct_to_wrong,20504,The Book of Eli,The Book of Eli,Action,80000000,118.0,indie,0.14378881987577638,45,85,2,0,Albert Hughes,medium,budget_high
hit,flop,hit,0.258855051467374,0.41237050986619544,0.3287744386664306,0.07782169990075483,0.014087256317374813,0.9080910437818704,0.41237050986619544,0.9080910437818704,0.3287744386664306,0.9080910437818704,0.5793166051154399,0,1,wrong_to_correct,762,Monty Python and the Holy Grail,Monty Python and the Holy Grail,Adventure,400000,91.0,mid_scale,0.07608695652173912,19,16,0,1,Terry Gilliam,medium,budget_low
flop,average,flop,0.3460759058945277,0.32438178016687197,0.32954231393860034,0.3624671853665298,0.5254305266021246,0.11210228803134571,0.3460759058945277,0.5254305266021246,0.32438178016687197,0.5254305266021246,0.20104874643525267,0,1,wrong_to_correct,17711,The Adventures of Rocky & Bullwinkle,The Adventures of Rocky & Bullwinkle,Action,76000000,88.0,mid_scale,0.12857142857142856,20,9,2,0,Des McAnuff,short,budget_high
average,average,average,0.3414309109697596,0.31814520919597067,0.3404238798342697,0.424525587305806,0.3455268528188009,0.2299475598753932,0.3414309109697596,0.424525587305806,0.3414309109697596,0.424525587305806,0.08309467633604639,1,1,stable_correct,16614,Adventureland,Adventureland,Comedy,9500000,107.0,mid_scale,0.14378881987577638,17,24,2,0,Greg Mottola,medium,budget_low
hit,hit,flop,0.3382018554560021,0.3143707786359296,0.34742736590806833,0.2700421477262722,0.46617483339819027,0.26378301887553757,0.34742736590806833,0.46617483339819027,0.34742736590806833,0.26378301887553757,-0.08364434703253076,1,0,correct_to_wrong,8363,Superbad,Superbad,Comedy,20000000,113.0,indie,0.0795031055900621,53,16,1,0,Greg Mottola,medium,budget_mid
hit,hit,hit,0.40248588599729407,0.1899473165520637,0.4075667974506423,0.36904570005245496,0.18061045575761756,0.45034384418992757,0.4075667974506423,0.45034384418992757,0.4075667974506423,0.45034384418992757,0.042777046739285285,1,1,stable_correct,4929,Hang 'em High,Hang 'em High,Western,1800000,114.0,indie,0.015217391304347825,24,11,0,0,Ted Post,medium,budget_low
hit,average,average,0.4646184290325524,0.16305703315632517,0.37232453781112257,0.48748143790843657,0.17405263541330662,0.33846592667825676,0.4646184290325524,0.48748143790843657,0.37232453781112257,0.33846592667825676,-0.03385861113286581,0,0,stable_wrong,38317,Zookeeper,Zookeeper,Comedy,80000000,102.0,large_scale,0.2385093167701863,22,6,3,0,Frank Coraci,medium,budget_high
hit,average,hit,0.518519968440086,0.26585270207988015,0.21562732948003385,0.11289850940829003,0.15000663780682924,0.7370948527848807,0.518519968440086,0.7370948527848807,0.21562732948003385,0.7370948527848807,0.5214675233048469,0,1,wrong_to_correct,39254,Real Steel,Real Steel,Action,110000000,127.0,large_scale,0.32173913043478264,172,46,0,0,Shawn Levy,long,budget_high
hit,average,average,0.4816160802927655,0.23655398311946896,0.2818299365877656,0.4870798424410211,0.2096461740561456,0.30327398350283347,0.4816160802927655,0.4870798424410211,0.2818299365877656,0.30327398350283347,0.02144404691506785,0,0,stable_wrong,10528,Sherlock Holmes,Sherlock Holmes,Action,90000000,128.0,large_scale,0.14037267080745341,55,25,1,0,Guy Ritchie,long,budget_high
flop,hit,hit,0.15446724224000627,0.23797697696008255,0.6075557807999112,0.10795879507804852,0.07687533199055914,0.8151658729313924,0.6075557807999112,0.8151658729313924,0.23797697696008255,0.07687533199055914,-0.1611016449695234,0,0,stable_wrong,576,The Wild Bunch,The Wild Bunch,Adventure,6244087,145.0,indie,0.04565217391304347,44,34,0,0,Sam Peckinpah,long,budget_low
flop,hit,flop,0.3059639241173922,0.34078520489894276,0.3532508709836651,0.2749618020223882,0.41275507619500096,0.31228312178261086,0.3532508709836651,0.41275507619500096,0.34078520489894276,0.41275507619500096,0.0719698712960582,0,1,wrong_to_correct,20794,Novocaine,Novocaine,Comedy,6000000,95.0,indie,0.06428571428571428,37,21,1,0,David Atkins,medium,budget_low
flop,average,flop,0.4655355764573551,0.3011863736401583,0.23327804990248655,0.37153592159863275,0.48819263384117256,0.14027144456019472,0.4655355764573551,0.48819263384117256,0.3011863736401583,0.48819263384117256,0.18700626020101424,0,1,wrong_to_correct,3604,Flash Gordon,Flash Gordon,Science Fiction,35000000,111.0,indie,0.0,19,14,0,0,Mike Hodges,medium,budget_mid
average,average,average,0.4627433795172544,0.18219720315593355,0.355059417326812,0.5308449661448076,0.26041888263077545,0.20873615122441705,0.4627433795172544,0.5308449661448076,0.4627433795172544,0.5308449661448076,0.06810158662755317,1,1,stable_correct,10207,Message in a Bottle,Message in a Bottle,Romance,80000000,131.0,mid_scale,0.06428571428571428,19,11,1,0,Luis Mandoki,long,budget_high
flop,flop,flop,0.22634604854195928,0.4446718638614145,0.3289820875966263,0.20085510938009998,0.6405540560344054,0.15859083458549458,0.4446718638614145,0.6405540560344054,0.4446718638614145,0.6405540560344054,0.1958821921729909,1,1,stable_correct,17436,The Informers,The Informers,Drama,18000000,98.0,indie,0.0,23,5,0,0,Gregor Jordan,medium,budget_mid
flop,flop,flop,0.25050758198493195,0.40452948361801977,0.34496293439704817,0.2501247731178836,0.5062492642736355,0.2436259626084809,0.40452948361801977,0.5062492642736355,0.40452948361801977,0.5062492642736355,0.10171978065561571,1,1,stable_correct,87729,Jefferson in Paris,Jefferson in Paris,Drama,14000000,139.0,indie,0.09472049689440992,14,4,1,0,James Ivory,long,budget_low
flop,hit,hit,0.3559350022387265,0.1759991222570632,0.46806587550421025,0.32344581026057606,0.06010023834826623,0.6164539513911578,0.46806587550421025,0.6164539513911578,0.1759991222570632,0.06010023834826623,-0.11589888390879699,0,0,stable_wrong,6972,Australia,Australia,Drama,130000000,165.0,large_scale,0.10993788819875774,45,101,1,1,Baz Luhrmann,long,budget_high
hit,average,hit,0.48943849703766346,0.09375186404258226,0.41680963891975426,0.4482446847991658,0.030547578859940284,0.5212077363408939,0.48943849703766346,0.5212077363408939,0.41680963891975426,0.5212077363408939,0.10439809742113965,0,1,wrong_to_correct,87101,Terminator Genisys,Terminator Genisys,Science Fiction,155000000,126.0,mid_scale,0.14378881987577638,32,145,2,1,Alan Taylor,long,budget_high
average,hit,average,0.2796533729517158,0.33113734176335885,0.3892092852849253,0.3812103195627909,0.30279096340027994,0.3159987170369292,0.3892092852849253,0.3812103195627909,0.2796533729517158,0.3812103195627909,0.10155694661107512,0,1,wrong_to_correct,590,The Hours,The Hours,Drama,25000000,114.0,mid_scale,0.2385093167701863,19,18,3,0,Stephen Daldry,medium,budget_mid
flop,average,flop,0.36242427718421016,0.3075853794969569,0.3299903433188328,0.2743523905624262,0.6420984189098817,0.08354919052769198,0.36242427718421016,0.6420984189098817,0.3075853794969569,0.6420984189098817,0.3345130394129248,0,1,wrong_to_correct,9292,Hudson Hawk,Hudson Hawk,Action,65000000,100.0,indie,0.06428571428571428,8,12,1,0,Michael Lehmann,medium,budget_high
average,average,average,0.47039203230752785,0.22109367671703536,0.30851429097543676,0.4757670647347801,0.2091903377835118,0.31504259748170804,0.47039203230752785,0.4757670647347801,0.47039203230752785,0.4757670647347801,0.005375032427252235,1,1,stable_correct,8676,Fool's Gold,Fool's Gold,Romance,70000000,112.0,indie,0.12515527950310557,17,25,1,0,Andy Tennant,medium,budget_high
hit,average,average,0.38998426396898467,0.25035048258049575,0.35966525345051953,0.5058866991959852,0.16928477420876406,0.32482852659525085,0.38998426396898467,0.5058866991959852,0.35966525345051953,0.32482852659525085,-0.034836726855268674,0,0,stable_wrong,392,Chocolat,Chocolat,Comedy,25000000,121.0,mid_scale,0.1555900621118012,22,38,1,0,Lasse Hallström,long,budget_mid
hit,average,hit,0.38903616111725303,0.29851438280771597,0.31244945607503094,0.3774898911700371,0.24212243521777127,0.38038767361219156,0.38903616111725303,0.38038767361219156,0.31244945607503094,0.38038767361219156,0.06793821753716062,0,1,wrong_to_correct,44943,Battle: Los Angeles,Battle: Los Angeles,Action,70000000,116.0,mid_scale,0.03043478260869565,62,95,0,0,Jonathan Liebesman,medium,budget_high
hit,flop,hit,0.2932640582744327,0.3541973577427777,0.35253858398278964,0.2853240967861566,0.07426894097281633,0.6404069622410271,0.3541973577427777,0.6404069622410271,0.35253858398278964,0.6404069622410271,0.28786837825823747,0,1,wrong_to_correct,812,Aladdin,Aladdin,Animation,28000000,90.0,indie,0.09472049689440992,24,100,1,0,Ron Clements,medium,budget_mid
hit,hit,hit,0.31602084501447053,0.19111705142736168,0.49286210355816773,0.2964416139447608,0.28290553468380114,0.420652851371438,0.49286210355816773,0.420652851371438,0.49286210355816773,0.420652851371438,-0.07220925218672974,1,1,stable_correct,227973,The Peanuts Movie,The Peanuts Movie,Animation,99000000,88.0,indie,0.015217391304347825,14,16,0,0,Steve Martino,short,budget_high
hit,hit,average,0.3300536606874791,0.20723901671774184,0.46270732259477904,0.5096429820268039,0.17345287266701695,0.31690414530617916,0.46270732259477904,0.5096429820268039,0.46270732259477904,0.31690414530617916,-0.14580317728859987,1,0,correct_to_wrong,1598,Cape Fear,Cape Fear,Crime,35000000,128.0,mid_scale,0.4468944099378882,27,39,1,0,Martin Scorsese,long,budget_mid
hit,average,hit,0.3493717668463466,0.3155771480421421,0.33505108511151144,0.08296965053992074,0.24293636755254763,0.6740939819075317,0.3493717668463466,0.6740939819075317,0.33505108511151144,0.6740939819075317,0.33904289679602023,0,1,wrong_to_correct,13909,She Wore a Yellow Ribbon,She Wore a Yellow Ribbon,Western,1600000,103.0,indie,0.03043478260869565,24,4,0,0,John Ford,medium,budget_low
average,flop,average,0.35205058126005084,0.3703014152549139,0.2776480034850353,0.39947570017042744,0.24262292930542467,0.35790137052414794,0.3703014152549139,0.39947570017042744,0.35205058126005084,0.39947570017042744,0.047425118910376596,0,1,wrong_to_correct,52451,The Three Musketeers,The Three Musketeers,Adventure,75000000,110.0,large_scale,0.3065217391304348,15,31,0,0,Paul W.S. Anderson,medium,budget_high
average,hit,flop,0.3366746522465704,0.2776183294336057,0.3857070183198239,0.2852957918590742,0.5095841810594186,0.20512002708150714,0.3857070183198239,0.5095841810594186,0.3366746522465704,0.2852957918590742,-0.05137886038749617,0,0,stable_wrong,9615,The Fast and the Furious: Tokyo Drift,The Fast and the Furious: Tokyo Drift,Action,85000000,104.0,indie,0.03043478260869565,56,57,0,0,Justin Lin,medium,budget_high
hit,hit,average,0.30446067973254043,0.26935177910475944,0.4261875411627001,0.3977153894271561,0.37274885369877003,0.2295357568740739,0.4261875411627001,0.3977153894271561,0.4261875411627001,0.2295357568740739,-0.19665178428862617,1,0,correct_to_wrong,2251,Unfaithful,Unfaithful,Thriller,50000000,124.0,mid_scale,0.03043478260869565,12,26,0,0,Adrian Lyne,long,budget_high
hit,hit,average,0.3242239161522276,0.20669950501880965,0.4690765788289628,0.42149354952656903,0.254949577475822,0.3235568729976091,0.4690765788289628,0.42149354952656903,0.4690765788289628,0.3235568729976091,-0.1455197058313537,1,0,correct_to_wrong,754,Face/Off,Face/Off,Action,80000000,138.0,large_scale,0.2046583850931677,22,54,2,0,John Woo,long,budget_high
hit,average,flop,0.36263704120160556,0.3312798693977517,0.30608308940064277,0.3092180956554693,0.5709873879912439,0.1197945163532867,0.36263704120160556,0.5709873879912439,0.30608308940064277,0.1197945163532867,-0.18628857304735608,0,0,stable_wrong,19084,Johnson Family Vacation,Johnson Family Vacation,Comedy,12000000,97.0,mid_scale,0.0,11,6,0,0,Christopher Erskin,medium,budget_low
hit,average,hit,0.3951693711728735,0.2436689781858621,0.3611616506412643,0.3943908296503902,0.137359413402547,0.4682497569470628,0.3951693711728735,0.4682497569470628,0.3611616506412643,0.4682497569470628,0.10708810630579846,0,1,wrong_to_correct,168,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,Science Fiction,24000000,119.0,indie,0.015217391304347825,15,17,0,1,Leonard Nimoy,medium,budget_mid
hit,flop,flop,0.29213322365497,0.4240866590294261,0.2837801173156038,0.2568329286921321,0.5818961924767135,0.1612708788311543,0.4240866590294261,0.5818961924767135,0.2837801173156038,0.1612708788311543,-0.12250923848444953,0,0,stable_wrong,77877,The Lucky One,The Lucky One,Drama,25000000,101.0,mid_scale,0.03043478260869565,11,4,0,0,Scott Hicks,medium,budget_mid
hit,hit,flop,0.23939768569829145,0.27730336752541745,0.4832989467762912,0.29369613034979714,0.44860042309206144,0.2577034465581414,0.4832989467762912,0.44860042309206144,0.4832989467762912,0.2577034465581414,-0.22559550021814978,1,0,correct_to_wrong,10152,Dumb and Dumberer: When Harry Met Lloyd,Dumb and Dumberer: When Harry Met Lloyd,Comedy,19000000,85.0,indie,0.0,16,11,0,0,Troy Miller,short,budget_mid
hit,flop,average,0.30226225784185307,0.6048625724181145,0.09287516974003246,0.489285653507319,0.30378716575292675,0.20692718073975425,0.6048625724181145,0.489285653507319,0.09287516974003246,0.20692718073975425,0.11405201099972179,0,0,stable_wrong,228150,Fury,Fury,War,68000000,135.0,large_scale,0.14037267080745341,20,92,1,1,David Ayer,long,budget_high
hit,hit,hit,0.23904792231284946,0.18727152003815156,0.573680557648999,0.2787677239581608,0.07336317055370854,0.6478691054881306,0.573680557648999,0.6478691054881306,0.573680557648999,0.6478691054881306,0.07418854783913165,1,1,stable_correct,11351,Jeepers Creepers 2,Jeepers Creepers 2,Horror,17000000,104.0,mid_scale,0.015217391304347825,16,106,0,1,Victor Salva,medium,budget_mid
flop,average,flop,0.3812311718279459,0.35665580803427904,0.26211302013777504,0.21435427854134542,0.6498463561378379,0.13579936532081652,0.3812311718279459,0.6498463561378379,0.35665580803427904,0.6498463561378379,0.2931905481035589,0,1,wrong_to_correct,18206,Alone With Her,Alone With Her,Crime,1000000,78.0,indie,0.0,6,2,0,0,Eric Nicholas,short,budget_low
hit,average,average,0.4323018192899005,0.18224843912866934,0.3854497415814301,0.46674306684757505,0.08397725199530694,0.449279681157118,0.4323018192899005,0.46674306684757505,0.3854497415814301,0.449279681157118,0.06382993957568794,0,0,stable_wrong,310,Bruce Almighty,Bruce Almighty,Fantasy,80000000,101.0,mid_scale,0.28416149068322977,11,124,3,0,Tom Shadyac,medium,budget_high
hit,hit,hit,0.26995793657254213,0.33416880137214455,0.39587326205531326,0.32019793545082165,0.16728762817412277,0.5125144363750556,0.39587326205531326,0.5125144363750556,0.39587326205531326,0.5125144363750556,0.1166411743197423,1,1,stable_correct,681,Diamonds Are Forever,Diamonds Are Forever,Adventure,7200000,120.0,mid_scale,0.10993788819875774,23,19,1,0,Guy Hamilton,medium,budget_low
hit,hit,hit,0.1285813967733261,0.3560504422807926,0.5153681609458813,0.13837268320854776,0.20890239052975518,0.6527249262616971,0.5153681609458813,0.6527249262616971,0.5153681609458813,0.6527249262616971,0.13735676531581575,1,1,stable_correct,375290,Airlift,Airlift,Thriller,4500000,126.0,mid_scale,0.0,19,13,0,0,Raja Menon,long,budget_low
average,hit,hit,0.30086172040962317,0.29662233912284813,0.4025159404675287,0.40485568146929857,0.16185206250909304,0.4332922560216085,0.4025159404675287,0.4332922560216085,0.30086172040962317,0.40485568146929857,0.1039939610596754,0,0,stable_wrong,26390,Brooklyn's Finest,Brooklyn's Finest,Crime,17000000,133.0,large_scale,0.07608695652173912,21,77,0,0,Antoine Fuqua,long,budget_mid
flop,flop,flop,0.3372177739269018,0.3876332537710696,0.27514897230202867,0.31862899616311996,0.5093740855263396,0.1719969183105405,0.3876332537710696,0.5093740855263396,0.3876332537710696,0.5093740855263396,0.12174083175526995,1,1,stable_correct,137321,Winter's Tale,Winter's Tale,Drama,60000000,118.0,mid_scale,0.12857142857142856,33,12,2,0,Akiva Goldsman,medium,budget_high
hit,hit,flop,0.2519381258260452,0.26777524819522,0.4802866259787348,0.23984374629110894,0.464173648474059,0.29598260523483194,0.4802866259787348,0.464173648474059,0.4802866259787348,0.29598260523483194,-0.18430402074390284,1,0,correct_to_wrong,38358,The Last Exorcism,The Last Exorcism,Horror,1800000,87.0,mid_scale,0.0,8,10,0,0,Daniel Stamm,short,budget_low
hit,average,hit,0.452715753244405,0.2815112670130129,0.2657729797425821,0.3485171081732788,0.03401899969355405,0.6174638921331671,0.452715753244405,0.6174638921331671,0.2657729797425821,0.6174638921331671,0.351690912390585,0,1,wrong_to_correct,76163,The Expendables 2,The Expendables 2,Action,100000000,103.0,indie,0.34844720496894405,17,106,4,1,Simon West,medium,budget_high
flop,average,average,0.45138297345575634,0.16998822961670063,0.3786287969275431,0.42147109045795644,0.21408004158343197,0.36444886795861153,0.45138297345575634,0.42147109045795644,0.16998822961670063,0.21408004158343197,0.04409181196673134,0,0,stable_wrong,1911,The 13th Warrior,The 13th Warrior,Adventure,160000000,102.0,indie,0.37080745341614907,19,17,1,0,John McTiernan,medium,budget_high
hit,flop,flop,0.2620703663329417,0.44106627957051003,0.2968633540965482,0.19443118841112877,0.6181383859420294,0.18743042564684195,0.44106627957051003,0.6181383859420294,0.2968633540965482,0.18743042564684195,-0.10943292844970623,0,0,stable_wrong,304357,Woman in Gold,Woman in Gold,Drama,11000000,120.0,indie,0.0795031055900621,33,31,1,0,Simon Curtis,medium,budget_low
hit,flop,hit,0.26630787273308476,0.4852163431533416,0.24847578411357352,0.223723201694884,0.3656749429146309,0.41060185539048505,0.4852163431533416,0.41060185539048505,0.24847578411357352,0.41060185539048505,0.16212607127691153,0,1,wrong_to_correct,535,Flashdance,Flashdance,Drama,4000000,95.0,indie,0.03043478260869565,26,20,0,0,Adrian Lyne,medium,budget_low
hit,hit,flop,0.28661809431099045,0.2645901317429871,0.4487917739460224,0.34672209832824424,0.40238649614405647,0.2508914055276993,0.4487917739460224,0.40238649614405647,0.4487917739460224,0.2508914055276993,-0.1979003684183231,1,0,correct_to_wrong,136795,The Heat,The Heat,Action,43000000,117.0,large_scale,0.09472049689440992,23,14,1,0,Paul Feig,medium,budget_high
flop,flop,flop,0.29798517624800264,0.4256917045502306,0.27632311920176683,0.2857903717433036,0.5338213082566392,0.18038832000005717,0.4256917045502306,0.5338213082566392,0.4256917045502306,0.5338213082566392,0.10812960370640862,1,1,stable_correct,14139,Timecrimes,Los cronocrímenes,Science Fiction,2600000,92.0,mid_scale,0.0,8,25,0,0,Nacho Vigalondo,medium,budget_low
flop,average,flop,0.36352239845506457,0.30125677206840923,0.3352208294765262,0.3486383128282068,0.3841864551782067,0.2671752319935865,0.36352239845506457,0.3841864551782067,0.30125677206840923,0.3841864551782067,0.08292968310979748,0,1,wrong_to_correct,8202,Æon Flux,Æon Flux,Action,62000000,93.0,large_scale,0.015217391304347825,52,21,0,0,Karyn Kusama,medium,budget_high
hit,hit,average,0.3765326036369417,0.23418442094788644,0.38928297541517193,0.3819340884571792,0.2500061114258891,0.36805980011693173,0.38928297541517193,0.3819340884571792,0.38928297541517193,0.36805980011693173,-0.021223175298240193,1,0,correct_to_wrong,51540,Horrible Bosses,Horrible Bosses,Comedy,35000000,98.0,indie,0.0795031055900621,20,50,1,0,Seth Gordon,medium,budget_mid
flop,flop,flop,0.3408379206693637,0.36128617058337237,0.2978759087472639,0.38275536444957714,0.4540440757127265,0.16320055983769624,0.36128617058337237,0.4540440757127265,0.36128617058337237,0.4540440757127265,0.09275790512935411,1,1,stable_correct,17926,Undiscovered,Undiscovered,Comedy,9000000,97.0,mid_scale,0.0,15,6,0,0,Meiert Avis,medium,budget_low
hit,average,average,0.36697044822803127,0.3614379868331876,0.271591564938781,0.4177847977818514,0.34013215230553284,0.24208304991261567,0.36697044822803127,0.4177847977818514,0.271591564938781,0.24208304991261567,-0.029508515026165333,0,0,stable_wrong,2925,The First Wives Club,The First Wives Club,Comedy,26000000,102.0,indie,0.03043478260869565,24,72,0,0,Hugh Wilson,medium,budget_mid
average,flop,flop,0.2131515403250273,0.4770140243739675,0.3098344353010052,0.15487262688319212,0.6201329364377893,0.22499443667901858,0.4770140243739675,0.6201329364377893,0.2131515403250273,0.15487262688319212,-0.058278913441835195,0,0,stable_wrong,84401,Sholem Aleichem: Laughing In The Darkness,Sholem Aleichem: Laughing In The Darkness,Documentary,500000,93.0,indie,0.0,8,2,0,0,Joseph Dorman,medium,budget_low
hit,hit,hit,0.23181431344791523,0.22285307214397834,0.5453326144081064,0.134199055610897,0.10926462996563593,0.756536314423467,0.5453326144081064,0.756536314423467,0.5453326144081064,0.756536314423467,0.2112037000153606,1,1,stable_correct,10160,A Nightmare on Elm Street 5: The Dream Child,A Nightmare on Elm Street 5: The Dream Child,Horror,8000000,89.0,indie,0.0608695652173913,43,11,0,0,Stephen Hopkins,short,budget_low
average,flop,flop,0.27433201461694656,0.40508801709757064,0.32057996828548274,0.2861927569775583,0.45351029722924247,0.2602969457931991,0.40508801709757064,0.45351029722924247,0.27433201461694656,0.2861927569775583,0.011860742360611742,0,0,stable_wrong,25941,Harry Brown,Harry Brown,Thriller,7300000,103.0,mid_scale,0.06428571428571428,34,58,1,0,Daniel Barber,medium,budget_low
hit,flop,flop,0.28403306061784717,0.36907762257646864,0.3468893168056842,0.28271577705914663,0.4540531335438078,0.2632310893970456,0.36907762257646864,0.4540531335438078,0.3468893168056842,0.2632310893970456,-0.0836582274086386,0,0,stable_wrong,10135,Road House,Road House,Action,15000000,114.0,mid_scale,0.0,28,10,0,0,Rowdy Herrington,medium,budget_low
hit,hit,hit,0.40284032507884626,0.18982739133534932,0.4073322835858043,0.22195605368027005,0.06537879493667627,0.7126651513830536,0.4073322835858043,0.7126651513830536,0.4073322835858043,0.7126651513830536,0.30533286779724933,1,1,stable_correct,36557,Casino Royale,Casino Royale,Adventure,150000000,144.0,mid_scale,0.07608695652173912,79,126,0,0,Martin Campbell,long,budget_high
